seed,lambda,mu
270,6318640,4109857
271,6318640,5102497
272,6318640,3841057
273,6318640,5053473
274,6318640,6139633
275,6318640,4841457
276,6318640,5851873
277,6318640,4362321
278,6318640,2598917
279,6318640,2555649
280,6318640,938229
281,6318640,1910919
282,6318640,7123137
283,6318640,4700849
284,6318640,6667665
285,6318640,5533585
286,6318640,4109857
287,6318640,5102497
288,6318640,3841057
289,6318640,5053473
290,6318640,6139633
291,6318640,4841457
292,6318640,5851873
293,6318640,4362321
294,6318640,2598917
295,6318640,2555649
296,6318640,938229
297,6318640,1910919
298,6318640,7123137
299,6318640,4700849
