seed,lambda,mu
126,14876672,5465894
127,14876672,10096196
128,14876672,8169987
129,17760256,1716477
130,16187392,21026816
131,17760256,2269100
132,14876672,5049924
133,14876672,11931204
134,14876672,2220017
135,14876672,9021955
136,14876672,14526979
137,14876672,19687206
138,14876672,9284099
139,14876672,6342980
140,14876672,16755203
141,14876672,15378947
142,14876672,20123204
143,14876672,7580163
144,14876672,2046378
145,16187392,14473216
146,16187392,20043776
147,14876672,10004995
148,14876672,16886275
149,17760256,995581
150,14876672,296757
151,14876672,13019651
152,14876672,3083844
153,196608,1922767
154,14876672,15339076
155,14876672,18245414
156,14876672,1063338
157,17760256,5161074
158,14876672,21653286
159,14876672,22964006
160,17760256,1061117
161,14876672,12936998
162,16187392,16439296
163,14876672,6146372
164,14876672,15772163
165,14876672,9742851
166,14876672,10267139
167,14876672,26765094
168,14876672,7825190
169,14876672,4827651
170,14876672,13920038
171,16187392,955023
172,14876672,20319812
173,17760256,3653746
174,14876672,13985574
175,14876672,14526979
176,16187392,16570368
177,14876672,6400515
178,14876672,22154820
179,14876672,9506372
180,16187392,21747712
181,14876672,15470148
182,14876672,15641091
183,17760256,4206845
184,14876672,17213955
185,14876672,22898470
186,16187392,3623186
187,14876672,12609318
188,14876672,7409220
189,14876672,7383555
190,14876672,3083844
191,17760256,6004652
192,14876672,7628582
193,16187392,20568064
194,14876672,3385859
195,14876672,7038758
196,14876672,5465894
197,14876672,8873766
198,16187392,6007
199,17760256,291660
200,14876672,8628739
201,14876672,8112452
202,14876672,12586564
203,14876672,20516420
204,14876672,314518
205,14876672,12805926
206,14876672,2975526
207,14876672,2220017
208,16187392,18929664
209,14876672,12848708
210,14876672,6753860
211,14876672,19861060
212,14876672,633080
213,17760256,5939116
214,16187392,15194112
215,14876672,2582310
216,14876672,8301059
217,14876672,27813670
218,14876672,9087491
219,196608,2119375
220,16187392,13162496
221,14876672,16361987
222,14876672,4460100
223,14876672,15034150
224,17760256,3579820
225,14876672,22243110
226,14876672,5810691
227,14876672,19293990
228,14876672,9349635
229,14876672,9702980
230,14876672,17082883
231,14876672,5508676
232,14876672,6269443
233,17760256,68219
234,14876672,14116646
235,16187392,8181760
236,17760256,3579820
237,17760256,4890540
238,14876672,18917891
239,14876672,10725891
240,14876672,8759811
241,17760256,248833
242,17760256,1375751
243,16187392,19126272
244,14876672,10554948
245,14876672,7759654
246,16187392,1132818
247,14876672,14854659
248,14876672,8636740
249,196608,2578127
250,14876672,8366595
251,14876672,13216259
252,14876672,19729988
253,14876672,9965124
254,14876672,23357222
255,17760256,4104108
256,14876672,22416964
257,14876672,13412867
258,14876672,11341380
259,16187392,8443904
260,16187392,908975
261,17760256,1153910
262,14876672,15928900
263,17760256,6856620
264,16187392,1906551
265,14876672,8169987
266,14876672,5745155
267,16187392,2967826
268,14876672,3320323
269,14876672,8235523
270,14876672,7711235
271,14876672,13395750
272,14876672,12848708
273,14876672,14395907
274,17760256,4890540
275,14876672,3870276
276,14876672,2123558
277,14876672,2254630
278,14876672,16387652
279,16187392,12048384
280,14876672,5810691
281,16187392,2967826
282,16187392,17487872
283,14876672,10267139
284,14876672,10922499
285,14876672,17305156
286,16187392,811927
287,14876672,9178692
288,14876672,16230915
289,17760256,327175
290,14876672,6753860
291,14876672,9440836
292,14876672,9087491
293,14876672,22548036
294,14876672,3713539
295,14876672,4001348
296,16187392,2253719
297,14876672,18655747
298,16187392,246504
299,14876672,2730499
